text,label
"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o",0
"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx",0
Edward Jones says buy Qualcomm as the chipmaker's pullback creates an attractive buying opportunity  https://t.co/rVOfTewDXw,0
Credit Suisse adds financials to its top stock picks for July  https://t.co/CoPMyQ0L7S,0
"Here are Thursday's biggest analyst calls: Tesla, Amazon, Twitter, Qualcomm, Costco, Apple &amp; more  https://t.co/ISMHM2UZRJ",0
"Deutsche Bank upgrades Costco to buy, says club business model will outperform in uncertain economy  https://t.co/rVFXlknshz",0
"Morgan Stanley's Jonas trims price target for Tesla, citing slowing economy  https://t.co/XvfRerTNGr",0
"BMO upgrades Advanced Micro Devices, says chipmaker is gaining market share from rivals  https://t.co/3kGsQnHJ0D",0
"Bank of America slashes S&amp;P 500 target, sees stocks falling another 5% by year-end  https://t.co/CC02X5ZguX",0
"Truist initiates coverage of Tesla with a buy rating and $1,000 price target  https://t.co/ecDt58j4Cz",0
Goldman says this stock is a smart defensive play in the economically sensitive construction group  https://t.co/pBgwsq06Ok,0
Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7,0
Raymond James says Bath &amp; Body Works is oversold and will jump nearly 70% from here  https://t.co/SpGPi6zVko,0
"Analyst call of the day for @CNBCPro subscribers: Citi reiterates Nvidia as buy. It lowered its price target on Nvidia to $285 per share from $315, but said gaming weakness is priced in.  Subscribe to see the analyst calls of the day curated by CNBC Pro.  https://t.co/Mczemx4nek",0
Company downgrades are picking up steam as profit outlooks dim  https://t.co/89B4wuA8NS,0
"Morgan Stanley names its top stocks in a ""safe haven"" tech sector — giving one upside of 60%  https://t.co/EJWD9uzzzP",0
"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf",0
"Here are Tuesday's biggest analyst calls: Tesla, Apple, Gap, JPMorgan chase, Nvidia, Southwest  https://t.co/PDr6BL9S9j",0
Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i,0
"Citi upgrades JPMorgan Chase to buy, says stock is at an attractive entry point  https://t.co/8sEdKZNOq2",0
Morgan Stanley names its top stocks in a ‘safe haven’ tech sector — giving one upside of 60%  https://t.co/IDWpetaIFr,0
"UBS cuts S&amp;P 500 price target for 2022, says earnings estimates could go down even more  https://t.co/QUc93a9bkg",0
Evercore ISI says 'gazumped growth growers' could do well in a potentially tough earnings season  https://t.co/I1nrduZ7UB,0
"Evercore ISI cuts S&amp;P 500 target, citing slower growth and lower earnings  https://t.co/DdYg7qX1wd",0
"Shares of Mattel could see more than 30% upside on TV and movie releases, Goldman Sachs says  https://t.co/iRAGaxXr1t",0
"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM",0
Analyst call of the day for @CNBCPro subscribers: Cowen reiterates Apple as outperform and says the stock remains a “defensive name” heading into earnings later this month.  Subscribe to see the analyst calls of the day curated by CNBC Pro.  https://t.co/qUf6a7HXO4,0
"Here are Monday's biggest analyst calls: Apple, Amazon, Meta, Honeywell, CVS, Mattel, Qorvo &amp; more  https://t.co/PAkmEd0o4E",0
"Bank of America upgrades Honeywell to buy, citing potential growth in aerospace and oil and gas  https://t.co/LY8knvUUoJ",0
"It's time to sell Meta until it figures out the metaverse, Needham says in downgrade  https://t.co/KZ6bGZicgk",0
"Bank of America shares are a compelling buy even in a recession, Societe Generale says in upgrade  https://t.co/9hqnRT1ogm",0
Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN3,0
"$COF (104.70, -2.47, -2.3%): Capital One was downgraded to Perform from Outperform at Oppenheimer and downgraded to Equal-Weight from Overweight at Morgan Stanley",0
"$ZG: Zillow finally gets an analyst upgrade, which we found notable, but will other firms follow suit?  https://t.co/WR1thzlRb8",0
"@FibonacciSQNC ""E"" estimates been coming down sharply ex-Oil/Gas as well, feels a lot positioned for nasty outlooks, think could surprise",0
$PYPL Morgan Stanley maintained Paypal coverage with Overweight and $129 PT .... im still long,0
JMP Securities maintained $HOOD coverage with a market Outperform and $28 price target,0
$FRLN just out: Wedbush Outperform rating and $3 PT,0
$EPIX Just out: $25 price target at Zacks Small Cap Research  https://t.co/AhL91TafQl,0
AM Best Removes From Under Review With Negative Implications and Affirms Credit Ratings of R&amp;Q Insurance Holdings Ltd. and Rated Subsidiaries  https://t.co/5CxW4lNxPC  https://t.co/OT5wh3hFpC,0
KBRA Assigns Preliminary Ratings to Progress Residential 2022-SFR6  https://t.co/51Sdyk17wk  https://t.co/eZl28Rf6Ac,0
KBRA Commentary on Fire Near Starz Mortgage Securities 2021-1 DAC Brixton Loan Collateral  https://t.co/G55xhqhEgz  https://t.co/MDpq4rxruQ,0
AM Best Places Credit Ratings of Brightsideco Insurance Limited Under Review With Negative Implications  https://t.co/HtnytwDNYY  https://t.co/24IlfA9zmF,0
Ventas’s Outlook Revised by Fitch Ratings to Stable  https://t.co/i6CVfL0skF  https://t.co/3ps8EgKAeo,0
AM Best Revises Outlooks to Positive for Frank Winston Crum Insurance Company  https://t.co/EmZy6sevSL  https://t.co/NeBRmF4EZS,0
AM Best Comments on Credit Ratings of Covéa Coopérations and PartnerRe Ltd. Following Sale Completion  https://t.co/ZgLYM3one6  https://t.co/pLAIiXalIr,0
AM Best Comments on Credit Ratings of Athora Holding Ltd.’s Subs Following its Announced Acquisition of a Closed Life and Pension Portfolio  https://t.co/ewg89dtPPE  https://t.co/tIrduKQ5oZ,0
AM Best Affirms Credit Ratings of Crum &amp; Forster Insurance Group’s Members and Monitor Life Insurance Company of New York  https://t.co/qam1VLkFfA  https://t.co/7mrO8NXkgv,0
AM Best Assigns Credit Ratings to ONIX Asigurari S.A.  https://t.co/xdZ7EM0piV  https://t.co/bVeXWEySbJ,0
NICE Named a Leader in Journey Orchestration by Top Analyst Firm  https://t.co/w5QJnqrfXg  https://t.co/avXD4NTLbL,0
S&amp;P Affirms Assured Guaranty’s AA Financial Strength Ratings with Stable Outlook  https://t.co/f8ZnN9u0tX,0
AM Best Places Credit Ratings of Western Health Advantage Under Review With Developing Implications  https://t.co/Ga6r7bpkjG  https://t.co/DOaZpuRkYA,0
JPMorgan analysts have put out their monthly list of top-idea stocks  https://t.co/LuVncnTPN8,0
Grizzly Research's bear report on NIO highlights possible accounting issues and corporate governance red flags  https://t.co/75WEh5PQGX,0
JPMorgan analysts have put out their monthly list of top-idea stocks  https://t.co/yw6c0DSCqB,0
Klarna’s valuation slashed to under $7bn in latest funding round  https://t.co/AxssvjoZ4L,0
"Kraft Heinz coverage started at buy at Mizuho, citing 'portfolio with potential'  https://t.co/oEalu6AJ6e",0
"JPMorgan lifted to hold from sell at Berenberg, because 'good banks have bad years'  https://t.co/Ybixekqctt",0
Bank of America slashes S&amp;P 500 target to ‘lowest on the Street’ after recession forecast  https://t.co/7LfsnQnpEx,0
"Twitter has a new bullish backer on Wall Street, as Rosenblatt Securities said the social media’s company’s disclosures have “flipped” the narrative, and now makes Elon Musk look like the bad guy.    https://t.co/8MBXxJaDHB",0
"“[T]witter’s disclosure of very detailed efforts to explain its spam bot calculations to Musk, and Musk’s reluctance to engage, largely ends our skepticism about Twitter, and instead makes us skeptical about Musk,” one analyst wrote.  https://t.co/qO1oI2aOYQ",0
Klarna valuation slashed to $6.7 billion from $45.6 billion in new funding round  https://t.co/TtVB8QkhtR,0
"$LULU $FTCH $JWN - Lululemon, Nike and Nordstrom headline KeyBanc's list of top retail picks  https://t.co/qlqRDXMsdC",0
"$NXPI $ON $NVDA - Citi gets positive on NXP, ON, as firm says semiconductor rally could last into August  https://t.co/CFla3nO61i",0
"$TMUS $T $VZ - Citi still sees solid revenue growth in broadband, wireless despite headwinds  https://t.co/KuHvQnbx8S",0
$MORF - Morphic coverage initiated with Outperform by SVB Securities  https://t.co/jprWFc8k82,0
$RGEN - Repligen attracts initial bull rating at UBS Group on long-term growth prospects  https://t.co/KrUSj8h57O,0
"$WWW $BIRD $PLBY - Stifel downgrades Allbirds, Wolverine, PLBY in downbeat retail review  https://t.co/pb0XVrknY2",0
"$GOOG $GOOGL - Exane hits sidelines on Alphabet amid ad pressures, rival headwinds  https://t.co/uAM3RGaCae",0
$ALLY - Ally Financial downgraded to In Line as delinquency rates rise  https://t.co/oWHXbO69wx,0
$EXLS $G $WNS - Citi downgrades ExlService to sell over premium valuation  https://t.co/TSkwXlEy7b,0
$CMI - Cummins downgraded at Bernstein due to slowing demand  https://t.co/RP78Ynlzfb,0
$CZR - Caesars Entertainment set to Sell-equivalent at Susquehanna amid softening demand  https://t.co/xJCG13NTzV,0
$VBLT - Vascular Biogenics cut to Neutral at HC Wainwright after trial failure sinks stock 79%  https://t.co/vgaNXslpim,0
"$BMBL $MTCH - J.P. Morgan cuts online dating estimates on macro issues, but stays positive  https://t.co/2ReUS3ICQL",0
$HBM $FQVLF $FNV - Hudbay Minerals upgraded at Barclays as value emerges after copper selloff  https://t.co/zcNwKZMMw3,0
$XOM - Exxon upped to Buy at Piper Sandler with refinery results poised to hit records  https://t.co/3sc3QWazDb,0
$TFC - Truist downgraded to Hold at CFRA with limited prospects in fee income growth  https://t.co/AMbKmRlgjo,0
$DPZ - Domino’s Pizza positioned to outperform in market down - Baird  https://t.co/LrcuKC1NU9,0
"$TAK $ARWR - Takeda upgraded to outperform at Cowen on valuation, cash flow  https://t.co/IBn8HJy4Uz",0
$APLS - H.C. Wainwright sees blockbuster potential for Apellis' treatment in eye degeneration  https://t.co/T0PBojOolV,0
$INO - Inovio Pharmaceuticals slotted at Sector Perform by RBC Capital in initial rating look  https://t.co/wjcHmNnug2,0
"$BECN - Beacon Roofing Supply cut at William Blair on peak margins, slowing housing market  https://t.co/BoAJuUsEAg",0
"$KLAC $AMAT $INTC - KLA Corp., Applied Materials, Intel among expected beneficiaries of CHIPS Act, BofA says  https://t.co/17t5NtgnKf",0
"$INTC - Susquehanna cautious on Intel going into Q2, citing 'deteriorating PC demand'  https://t.co/gM2iS1DUCJ",0
$CZR - Caesars Entertainment is singled out at B. Riley for earnings catalyst potential  https://t.co/gFHkRacSQS,0
$DICE $AMGN - DICE Therapeutics initiated at buy at Wainwright on platform for small molecule drugs  https://t.co/1XWE8vmn2O,0
"$GM $TSLA - General Motors downgraded at Deutsche amid pricing pressure, recession risks  https://t.co/sFSx4GkPxe",0
$CMG - Chipotle loses conviction buy list status at Goldman Sachs but is still a top restaurant pick  https://t.co/tDOo4YYzXY,0
$BKNG - Booking Holdings called out at Evercore ISI for near-term upside  https://t.co/WgqhNa0r3r,0
$SHOO $RCKY $WWW - B. Riley expects footwear stocks to stand firm amid market turmoil  https://t.co/6mJAlZuIPL,0
$PEN - Penumbra gains as RBC initiates at Outperform with 59% upside  https://t.co/5NRlEQwDJP,0
$MITT - Keefe Bruyette analyst downgrades AG Mortgage Investment Trust over sector concerns  https://t.co/jxSU3dUoB9,0
$HOLX - Hologic cut to Neutral at BTIG on macro concerns  https://t.co/mwr2oVj8zZ,0
$BL - BlackLine falls after cut sell equivalent at BofA even after M&amp;A speculation  https://t.co/ERGRSXZvBZ,0
"$IP $GPK - Containerboard check: Wells Fargo downgrades International Paper, calls Graphic Packaging its top pick  https://t.co/7NU202Un51",0
$SHOP - Shopify is viewed cautiously by Wells Fargo into earnings print  https://t.co/Nxga2DgMs0,0
"$LLY $NVO $NONOF - Novo, Eli Lilly to dominate &gt;$50B obesity market - Morgan Stanley  https://t.co/kyhSMj6EM5",0
"$DXCM - Bernstein initiates DexCom with an outperform rating, citing long growth runway  https://t.co/aSt8VkluX7",0
"$SAVE $ULCC $JBLU - ISS shifts view, advises against Spirit-Frontier deal sans improved offer  https://t.co/oi3rtfwB1S",0
$MLM $VMC - Martin Marietta raised to Outperform at Wolfe as 30% YTD drop 'excessive'  https://t.co/LjvGFCBXrQ,0
"$SRE $EIX $PCG - Sempra upgraded, Edison downgraded as BofA shuffles California utilities  https://t.co/cchOVoXB8i",0
"$APTV $ADNT $AXL - Morgan Stanley cuts PT on Group 1 Automotive, American Axle, Adient, Aptiv, citing credit headwinds and slow growth  https://t.co/kYSZilbvto",0
$TASK - Wells Fargo cuts price target on TaskUs to $20 from $37  https://t.co/4Wzwiym8FJ,0
"$CF $NTR - CF Industries, Nutrien slapped with Sell-equivalent ratings at Credit Suisse  https://t.co/xhJX1hSZvG",0
"$AGS $LNW $IGT - Casino stock, PlayAGS sees lowered price target at Deutsche amid a mixed bag of upside and downside risks  https://t.co/HOsXQWzKr0",0
"$SQSP $SHOP $WIX - JMP downgrades Squarespace over product disparity with commerce platforms Shopify, Wix  https://t.co/7pUbq1ptpJ",0
"$JELD - Barclays downgrades JELD-WEN to equal-weight from overweight, cuts PT to $17  https://t.co/DsjB1yczoG",0
$SAH - Morgan Stanley cuts Sonic Automotive forecast to reflect slowing growth and credit headwinds  https://t.co/CF7Aiotm67,0
$HMN - Horace Mann Educators price target cut post Q2 results estimates and lower 2022 outlook  https://t.co/WrymM4hjW7,0
$TWLO $RNG $BAND - Morgan Stanley cuts communication software stocks PT on cautious growth outlook  https://t.co/2eorGPK4ey,0
"$APTV $FREY $LEA - Auto suppliers, dealers see estimates cut by Morgan Stanley ahead of earnings season  https://t.co/9r65lL6UQj",0
"$ZETA $WIX $USER - Freshworks, GoDaddy, ServiceNow among SaaS software price target cut at Morgan Stanley on slowing demand  https://t.co/houE4U0Fvj",0
"$PLNT $WEBR $EBR - Harley Davidson, Planet Fitness picked as resilient recession stocks by BofA  https://t.co/GT4q82INux",0
$AOS - Baird downgrades A. O. Smith to neutral  https://t.co/1YEMMqXfIF,0
$C - Analysts relatively optimistic on Citigroup's Q2 earnings despite disappointing results by big banks  https://t.co/a8l4cwYqwL,0
"$FFIV - F5 slips as Credit Suisse downgrades, citing recent spending weakness for networking IT  https://t.co/XPrrbyANX8",0
$ESRT - Empire State Realty Trust upgraded to Market Perform at BMO on tourist rebound  https://t.co/wYEB8EU1DC,0
$INSE - Inspired Entertainment is on watch after B. Riley calls out buying opportunity  https://t.co/DWAqC5InEu,0
$RBA - Ritchie Bros. lands bull rating at BofA with auction cycle looking strong  https://t.co/PSxwIR09ZK,0
$EDU $KLTHF - Hedgeye says go long New Oriental Education and short Koolearn in new pair trade recommendation  https://t.co/kF9YP7P9KB,0
"$FISV $FIS $CDLX - FIS, FISV, and Cardlytics downgraded to Equalweight at Wells Fargo  https://t.co/UrG5oy3Dj2",0
"$AAPL - Apple's advertising business could be worth $20B by 2026, BofA says  https://t.co/fmT0Ts7RWJ",0
"$AMD $INTC - Advanced Micro Devices rises as BMO upgrades, citing 'continued superior execution'  https://t.co/B1R7ZUGLAd",0
$RRR - Red Rock Resorts is named a best idea long at Hedgeye  https://t.co/JStS4BT4cQ,0
$SLCA - U.S. Silica raised at Morgan Stanley on tightening frac sand conditions  https://t.co/Jv9jXVs4Tz,0
"$PWSC - PowerSchool upgraded by Goldman Sachs, PT set to $16  https://t.co/23L6ZlF6D0",0
"$CE - Celanese cut at RBC on peak acetic/VAM prices, higher leverage  https://t.co/doKc2t1n3F",0
$EB - Eventbrite initiated with a sector weight at KeyBanc  https://t.co/FYKYj7SvJt,0
"$APPS $U $IS - Digital Turbine could be 'in play,' Oppenheimer says, following Unity/ironSource deal  https://t.co/g7eKMStZ2y",0
"$BMRN $VRTX - Vertex, BioMarin initiated at overweight at Cantor Fitzgerald on growth prospects  https://t.co/d3QxPnc3J2",0
$VRRM - Baird downgrades Verra Mobility as valuation reflects balanced risk/reward  https://t.co/UJNWsmAUM4,0
$BHF - Barclays revises Brighthouse Financial estimates on negative equity market performance  https://t.co/vtTM06TCd5,0
"$LPRO - JMP cuts PT on Open Lending, reiterates Market Outperform rating  https://t.co/x1Ny0pIZgi",0
$RIVN $AMZN - Rivian Automotive is called an EV winner by Canaccord Genuity  https://t.co/6OFzmv1qTt,0
$BBWI - RayJay sees Bath &amp; Body Works as a 'Strong Buy' after recent selloff  https://t.co/gtVnWSncXH,0
"$AAPL - Citi cuts estimates on Apple, citing 'macro woes,' but offers 5 reasons to buy shares  https://t.co/ZzDnuSutIa",0
$CMI - Cummins is a catalyst call buy at Deutsche Bank  https://t.co/JGfJok9wN6,0
$GBX - Analysts defend Greenbrier despite post-earnings plunge  https://t.co/wBazHL2BWu,0
"$HQY $MDRX - Goldman Sachs initiates HealthEquity with sell rating, Allscripts Healthcare with neutral  https://t.co/A78piQ9672",0
$SST - System1 lands buy rating from Bank of America in first ratings look  https://t.co/tyWly8vWHb,0
$UNTY - Unity Bancorp added to US Small-Cap Russell 2000 Index  https://t.co/SyFOleDx1v,0
$SRRK - Scholar Rock initiated at buy at Truist on platform for rare diseases and oncology  https://t.co/NLpsclyxn8,0
"$HSC - BMO analyst initiates coverage on Harsco with Market Perform rating, price target of $7  https://t.co/T5ZjfAcwUt",0
$RNR - RenaissanceRe cut to Hold at Jefferies as investment losses may curtail buybacks  https://t.co/v0C8hfv95W,0
"$UPS $EXPD $CHRW - UPS downgraded to Sell, Knight-Swift upgraded at Wolfe Research  https://t.co/UPgUd9fwEu",0
$DCP - DCP Midstream upgraded at RBC after recent sharp slide  https://t.co/qs4fH4FH7P,0
$ONEM - 1Life Healthcare downgraded to Hold from Buy at Deutsche Bank  https://t.co/e4WeLB4HHq,0
$VRNS - Varonis Systems' price target cut at Barclays as stock slides to 52-week low  https://t.co/Jb9OSr8aDU,0
$UMC - Citi analyst downgrades United Microelectronics to Sell from Buy considering expected weaker consumer demand  https://t.co/HRujP6YGyf,0
$HASI - Hannon Armstrong falls on new short report from Muddy Waters  https://t.co/dhMjqvOzOK,0
$APTV - Aptiv is viewed positively by Oppenheimer ahead of earnings  https://t.co/JQCaatv4ul,0
"$NVDA $AMD $SWKS - KeyBanc cuts estimates on Nvidia, AMD, others as firm sees semi correction 'looming'  https://t.co/uyOFLPg6W9",0
"$AXP $SEIC $COF - American Express, Capital One, SEI Investments cut at Morgan Stanley  https://t.co/obMSW7WnCz",0
"$JPM $PNC $KEY - JPMorgan upgraded to Buy at Citi, Regions Financial cut to Neutral  https://t.co/1FX2raBra6",0
$KNX - Evercore upgrades Knight-Swift Transportation amid attractive M&amp;A prospects  https://t.co/8SnfODikuy,0
$COF - Capital One downgraded to neutral as tangible book value growth stalls  https://t.co/scqKNWyrgB,0
"$AAPL - Apple lowering trade-in prices, implies 'strong demand,' BofA says  https://t.co/hfRo5ZlQwY",0
$MGNX - MacroGenics downgraded at BMO after discontinuation of cancer trial  https://t.co/0KyUkSBGIS,0
$AAPL $QCOM $QRVO - Smartphone shipments seen declining in new Cowen industry outlook  https://t.co/EIyyJoxCy2,0
$ONEM $CANO $OSH - ONEM stock underperforms value-based care as Evercore downgrades  https://t.co/cUr7eRe0OU,0
"$QRVO - Qorvo slips as Cowen downgrades, citing weakness in Android handsets  https://t.co/OE9TY78QZc",0
"$PIPR - Piper Sandler downgraded by Wolfe Research, PT to $132  https://t.co/jRFBEmmPgg",0
"$ABC $CI $WBA - AmerisourceBergen downgraded at Evercore on valuation, future operating performance  https://t.co/iOb9MLSiKu",0
"$XLK $SPY $XLY - Credit Suisse wary on Big Tech earnings, but Oppenheimer highlights charts  https://t.co/oR9DJ0R459",0
$JACK - Jack in the Box is defended at Guggenheim even as estimates are reeled in  https://t.co/27FahEqq1w,0
$PRVB - HC Wainwright cuts PT on Provention Bio to reflect recent financing  https://t.co/WxTKq3zclo,0
$ETNB - SVB Leerink slashes PT on 89bio  https://t.co/ussCWz8R28,0
"$ELYM - SVB Leerink cuts PT on Eliem Therapeutics, reaffirms Outperform rating  https://t.co/TbKYhkJwO7",0
"$TTD $CRTO $SNAP - Stifel cuts ad industry estimates, but still likes Trade Desk and Criteo  https://t.co/jmGYyp7BDe",0
$SILK - Silk Road Medical falls after Citigroup downgrades to Sell from Neutral  https://t.co/EOKPLiljqm,0
$NSSC - Napco Security Technologies attract Bull rating at B. Riley on school safety prospects  https://t.co/oJNpPfNbFM,0
$GIII - G-III Apparel is viewed cautiously at Wells Fargo  https://t.co/K1Ko1p0Ig1,0
$NEWR - New Relic goes into the red following Morgan Stanley downgrade  https://t.co/h8ZugJ2Tg2,0
"$TWTR - Twitter shares could drop to $11/share without deal, analyst says  https://t.co/4adNSNKOVu",0
"GOLDMAN SACHS DOWNGRADES COPPER PRICE VIEW THROUGH H2 TO REFLECT NEAR-TERM STAGNATION (GSE $7,200/T VS. $8,875/T PREVIOUSLY), SEES GRADUAL REVIVAL OVER FIRST HALF OF 2023 (GSE $8,000/T VS $10,250/T PREVIOUSLY)",0
"GOLDMAN SACHS REVISES COPPER PRICE TARGETS FOR 3/6/12M TO $6,700/7,600/9,000/T (VS. $8,650/10,500/12,000/T PREVIOUSLY)",0
MOODY'S DOWNGRADES PEMEX'S RATINGS TO B1; OUTLOOK CHANGED TO STABLE,0
S&amp;P SAYS TWITTER INC. 'BB+' RATINGS REMAIN ON CREDITWATCH NEGATIVE AS MUSK DEAL TEETERS,0
"@Macquarie Analyst Chad Beynon on casinos and gaming stocks: “The result in Singapore, which is the number one profit generating asset in the world, came back to almost… pre-recession levels.”  https://t.co/CgalZifPgy",0
"Amazon's ginormous retail business is being priced at 'virtually zero value,' making the stock 'attractive': Analyst  https://t.co/6P8hFpL855 by @BrianSozzi",0
"Disney offers something that streaming competitors ‘are not offering,’ analyst explains  https://t.co/wh6DoDi8wd by @_JoshSchafer  https://t.co/cCWsxhnkUT",0
Futurum Research Principal Analyst Daniel Newman on $IBM Q2 earnings: “I think this was a really good print for IBM.” Full comments:  https://t.co/JNXNsIw1R3,0
Rosenblatt Securities Senior Research Analyst Barton Crockett breaks down the expectations for $NFLX Q2 earnings:  https://t.co/vqcQapASWM,0
"$GS has ""a pretty balanced business model,"" JMP Securities Director of Financial Technology Research Devin Ryan says, adding: ""Their trading results were very resilient, and that more than offset a little bit softer investment banking.""  https://t.co/Jb7k9tf4PH  https://t.co/R1jeDMcSpB",0
"Morgan Stanley bearish on auto sector, but ‘constructive’ on GM, Ford  https://t.co/fDppemoWGO by @Pras_S  https://t.co/p3Ab8s0Npp",0
"Analyst slams Netflix-Microsoft ad agreement, says deal conceals 'hidden agenda'  https://t.co/p4clbfCwQC by @BrianSozzi by @alliecanal8193  https://t.co/xtBGoEseOb",0
"Costco will stay hot even as economy slows, Deutsche Bank analyst says  https://t.co/3R3pl3PwRF by @BrianSozzi  https://t.co/IxXvh42CoB",0
"Analyst sees 45% rally, recommends buying Twitter ahead of Musk legal battle  https://t.co/3EiS8hy7Sy by @BrianSozzi  https://t.co/HKmvl2TkbJ",0
"Analyst sees 45% rally, recommends buying Twitter ahead of Musk legal battle  https://t.co/DGXzbB0a0F by @BrianSozzi  https://t.co/q4FzO8FoxG",0
"Morgan Stanley bearish on auto sector, but ‘constructive’ on GM, Ford  https://t.co/NBpsfftv4N by @Pras_S  https://t.co/Yf5hKVkU3D",0
"Analyst slams Netflix-Microsoft ad agreement, says deal conceals 'hidden agenda'  https://t.co/ps5ixNKbY4 by @BrianSozzi by @alliecanal8193  https://t.co/CeDo8PFtOx",0
"Analyst slams Netflix-Microsoft ad agreement, says deal conceals 'hidden agenda'  https://t.co/lizubCKefN by @BrianSozzi by @alliecanal8193  https://t.co/h2VkXSy54d",0
"Morgan Stanley bearish on auto sector, but ‘constructive’ on GM, Ford  https://t.co/sxMEISsb3m by @Pras_S  https://t.co/nCQbOsD7xy",0
Short-seller Hindenburg Research makes surprising new buy: Twitter  https://t.co/PEv9dGy3CA by @BrianSozzi  https://t.co/1LV5FHcWpT,0
Short-seller Hindenburg Research makes surprising new buy: Twitter  https://t.co/3WbyEQ3KMJ by @BrianSozzi  https://t.co/pxfZvMVXhF,0
Hindenburg Research takes a “significant long position” on $TWTR shares as the social media platform sues Elon Musk over conditions of his $44B acquisition deal.  https://t.co/5ihj4biLbC,0
"Hindenburg Research calls $TWTR shares positioning ""a credible threat to Elon Musk's empire.""  https://t.co/ehdUjKPgUV",0
"D.A. Davidson Sr. Research Analyst Tom Forte on $AMZN amid its Prime Day event: ""This year, an argument can be made that they need a sale..."" Full comments:  https://t.co/w3GojTxE3F",0
